date,close,adjusted_close
2010-05-01,98.2200,98.2200
2010-06-01,93.6100,93.6100
2010-07-01,97.9400,97.9400
2010-08-01,93.7300,93.7300
2010-09-01,104.8900,104.8900
2010-10-01,112.1900,112.1900
2010-11-01,85.8300,85.8300
2010-12-01,88.6900,88.6900
2011-01-01,87.7800,87.7800
2011-02-01,90.0700,90.0700
2011-03-01,86.8600,86.8600
2011-04-01,85.7500,85.7500
2011-05-01,86.5800,86.5800
2011-06-01,84.6900,84.6900
2011-07-01,87.4800,87.4800
2011-08-01,77.0100,77.0100
2011-09-01,86.0800,86.0800
2011-10-01,90.2300,90.2300
2011-11-01,90.3200,90.3200
2011-12-01,93.7700,93.7700
2012-01-01,99.6900,99.6900
2012-02-01,104.4000,104.4000
2012-03-01,109.9700,109.9700
2012-04-01,109.3500,109.3500
2012-05-01,108.4000,108.4000
2012-06-01,109.1900,109.1900
2012-07-01,114.7200,114.7200
2012-08-01,117.5200,117.5200
2012-09-01,116.1100,116.1100
2012-10-01,108.6000,108.6000
2012-11-01,109.7400,109.7400
2012-12-01,105.9700,105.9700
2013-01-01,107.4700,107.4700
2013-02-01,112.6100,112.6100
2013-03-01,117.4100,117.4100
2013-04-01,116.9600,116.9600
2013-05-01,125.0000,125.0000
2013-06-01,120.3600,120.3600
2013-07-01,125.3800,125.3800
2013-08-01,125.2400,125.2400
2013-09-01,128.0600,128.0600
2013-10-01,134.4900,134.4900
2013-11-01,138.4000,138.4000
2013-12-01,140.2000,140.2000
2014-01-01,140.3800,140.3800
2014-02-01,145.4300,145.4300
2014-03-01,141.1200,141.1200
2014-04-01,139.0800,139.0800
2014-05-01,148.2900,148.2900
2014-06-01,152.3800,152.3800
2014-07-01,158.1000,158.1000
2014-08-01,168.3000,168.3000
2014-09-01,174.8200,174.8200
2014-10-01,179.5900,179.5900
2014-11-01,189.7300,189.7300
2014-12-01,192.4400,192.4400
2015-01-01,200.9900,200.9900
2015-02-01,216.0100,216.0100
2015-03-01,221.0100,221.0100
2015-04-01,216.5900,216.5900
2015-05-01,223.8200,223.8200
2015-06-01,214.8800,214.8800
2015-07-01,227.2000,227.2000
2015-08-01,209.5200,209.5200
2015-09-01,203.4700,203.4700
2015-10-01,231.3600,231.3600
2015-11-01,241.5600,241.5600
2015-12-01,234.5300,234.5300
2016-01-01,213.9000,213.9000
2016-02-01,214.8000,214.8000
2016-03-01,216.2200,216.2200
2016-04-01,206.3000,206.3000
2016-05-01,222.6700,222.6700
2016-06-01,217.4200,217.4200
2016-07-01,232.9400,232.9400
2016-08-01,235.1500,235.1500
2016-09-01,238.7600,238.7600
2016-10-01,241.8600,241.8600
2016-11-01,252.6400,252.6400
2016-12-01,257.8900,257.8900
2017-01-01,259.9200,259.9200
2017-02-01,277.7800,277.7800
2017-03-01,281.0700,281.0700
2017-04-01,282.4900,282.4900
2017-05-01,284.2500,284.2500
2017-06-01,274.1300,274.1300
2017-07-01,276.1500,276.1500
2017-08-01,278.1000,278.1000
2017-09-01,279.5700,279.5700
2017-10-01,296.1400,296.1400
2017-11-01,295.4900,295.4900
2017-12-01,298.6500,298.6500
2018-01-01,310.1000,310.1000
2018-02-01,314.3500,314.3500
2018-03-01,294.6000,294.6000
2018-04-01,306.6000,306.6000
2018-05-01,333.2000,333.2000
2018-06-01,337.7000,337.7000
2018-07-01,343.8500,343.8500
2018-08-01,366.9500,366.9500
2018-09-01,366.0000,366.0000
2018-10-01,343.0500,343.0500
2018-11-01,339.6500,339.6500
2018-12-01,307.7000,307.7000
2019-01-01,336.2000,336.2000
2019-02-01,348.9500,348.9500
2019-03-01,366.5500,366.5500
2019-04-01,386.0000,386.0000
2019-05-01,360.0000,360.0000
2019-06-01,376.6000,376.6000
2019-07-01,400.8000,400.8000
2019-08-01,390.9000,390.9000
2019-09-01,397.6500,397.6500
2019-10-01,405.4500,405.4500
2019-11-01,428.8500,428.8500
2019-12-01,439.7000,439.7000
2020-01-01,457.7000,457.7000
2020-02-01,426.1000,426.1000
2020-03-01,408.2500,408.2500
2020-04-01,461.0500,461.0500
2020-05-01,476.5500,476.5500
2020-06-01,504.1000,504.1000
2020-07-01,514.7000,514.7000
2020-08-01,568.2000,568.2000
2020-09-01,550.4000,550.4000
2020-10-01,535.1000,535.1000
2020-11-01,572.7000,572.7000
2020-12-01,591.3000,591.3000
2021-01-01,603.1000,603.1000
2021-02-01,606.0000,606.0000
2021-03-01,630.7000,630.7000
2021-04-01,651.4000,651.4000
2021-05-01,630.9000,630.9000
2021-06-01,693.4000,693.4000
2021-07-01,710.6000,710.6000
2021-08-01,745.4000,745.4000
2021-09-01,721.5000,721.5000
2021-10-01,769.4000,769.4000
2021-11-01,808.7000,808.7000
2021-12-01,823.9000,823.9000
2022-01-01,742.7000,742.7000
2022-02-01,719.0000,719.0000
2022-03-01,765.8000,765.8000
2022-04-01,708.8000,708.8000
2022-05-01,664.6000,664.6000
2022-06-01,623.0000,623.0000
2022-07-01,710.0000,710.0000
2022-08-01,695.2000,695.2000
2022-09-01,651.1000,651.1000
2022-10-01,654.7000,654.7000
2022-11-01,634.8000,634.8000
2022-12-01,576.3000,576.3000
2023-01-01,628.4000,628.4000
2023-02-01,646.0000,646.0000
2023-03-01,683.6000,683.6000
2023-04-01,677.0000,677.0000
2023-05-01,758.3000,758.3000
2023-06-01,790.0000,790.0000
2023-07-01,811.9000,811.9000
2023-08-01,814.7000,814.7000
2023-09-01,795.9000,795.9000
2023-10-01,771.1000,771.1000
2023-11-01,828.6000,828.6000
2023-12-01,871.3000,871.3000
2024-01-01,905.0000,905.0000
2024-02-01,945.4000,945.4000
2024-03-01,964.3000,964.3000
2024-04-01,941.8000,941.8000
2024-05-01,961.8000,961.8000
2024-06-01,1058.8000,1058.8000
2024-07-01,1020.2000,1020.2000
2024-08-01,1002.6000,1002.6000
2024-09-01,1025.2000,1025.2000
2024-10-01,1050.0000,1050.0000
2024-11-01,1133.6000,1133.6000
2024-12-01,1163.6000,1163.6000
2025-01-01,1199.0000,1199.0000
2025-02-01,1135.6000,1135.6000
2025-03-01,1009.4000,1009.4000
2025-04-01,976.6000,976.6000
2025-05-01,1074.2000,1074.2000
2025-06-01,1103.0000,1103.0000
2025-07-01,1173.0000,1173.0000
2025-08-01,1146.8000,1146.8000
2025-09-01,1200.6000,1200.6000
2025-10-01,1286.8000,1286.8000
2025-11-01,1253.8000,1253.8000
2025-12-01,1244.8000,1244.8000
2026-01-01,1241.2000,1241.2000
2026-02-01,1210.8000,1210.8000
2026-03-01,1162.4000,1162.4000
2026-04-01,1334.2000,1334.2000
2026-05-01,1492.0000,1492.0000
2026-06-01,1515.4000,1515.4000
2026-07-01,1401.0000,1401.0000
